9611000,322,SANSKRIT CORE,036,D1
9611000,002,HINDI ELECTIVE,053,C1
9611000,027,HISTORY,049,C1
9611000,028,POLITICAL SCIENCE,033,D2
9611000,064,HOME SCIENCE,045,D2
9611000,Additional Subject
9611000,154,BUSINESS STUDIES,048,D1
9611000,"",Result: PASS,"",""
9611001,301,ENGLISH CORE,015F,E
9611001,030,ECONOMICS,041,C2
9611001,041,MATHEMATICS,036,D1
9611001,055,ACCOUNTANCY,043,D2
9611001,064,HOME SCIENCE,047,D2
9611001,Additional Subject
9611001,154,BUSINESS STUDIES,021 F,E
9611001,"",Result: COMP,"",""
9611002,301,ENGLISH CORE,033,D2
9611002,002,HINDI ELECTIVE,065,B1
9611002,027,HISTORY,055,B1
9611002,028,POLITICAL SCIENCE,071,A2
9611002,030,ECONOMICS,009F,E
9611002,"",Result: COMP,"",""
9611003,002,HINDI ELECTIVE,043,D1
9611003,027,HISTORY,041,D1
9611003,028,POLITICAL SCIENCE,050,C1
9611003,048,PHYSICAL EDUCATION,055,D2
9611003,064,HOME SCIENCE,052,D1
9611003,Additional Subject
9611003,301,ENGLISH CORE,011 F,E
9611003,"",Result: PASS,"",""
9611004,322,SANSKRIT CORE,033,D2
9611004,002,HINDI ELECTIVE,052,C1
9611004,027,HISTORY,059,B1
9611004,028,POLITICAL SCIENCE,044,C2
9611004,064,HOME SCIENCE,050,D2
9611004,Additional Subject
9611004,301,ENGLISH CORE,007 F,E
9611004,"",Result: PASS,"",""
9611005,301,ENGLISH CORE,033,D2
9611005,302,HINDI CORE,037,D2
9611005,030,ECONOMICS,033,D2
9611005,064,HOME SCIENCE,048,D2
9611005,154,BUSINESS STUDIES,038,D2
9611005,Additional Subject
9611005,048,PHYSICAL EDUCATION,058,D1
9611005,"",Result: PASS,"",""
9611006,301,ENGLISH CORE,062,C1
9611006,002,HINDI ELECTIVE,035,D2
9611006,027,HISTORY,036,D2
9611006,028,POLITICAL SCIENCE,071,A2
9611006,030,ECONOMICS,049,C1
9611006,"",Result: PASS,"",""
9611007,301,ENGLISH CORE,014F,E
9611007,002,HINDI ELECTIVE,051,C2
9611007,030,ECONOMICS,033,D2
9611007,064,HOME SCIENCE,044,D2
9611007,154,BUSINESS STUDIES,038,D2
9611007,Additional Subject
9611007,055,ACCOUNTANCY,011 FT,E
9611007,"",Result: COMP,"",""
9611008,301,ENGLISH CORE,033,D2
9611008,002,HINDI ELECTIVE,051,C2
9611008,030,ECONOMICS,033,D2
9611008,064,HOME SCIENCE,052,D1
9611008,154,BUSINESS STUDIES,033,D2
9611008,Additional Subject
9611008,055,ACCOUNTANCY,013 FT,E
9611008,"",Result: PASS,"",""
9611009,301,ENGLISH CORE,"",""
9611009,302,HINDI CORE,"",""
9611009,030,ECONOMICS,"",""
9611009,055,ACCOUNTANCY,"",""
9611009,154,BUSINESS STUDIES,"",""
9611009,"",Result: ABST,"",""
9611010,301,ENGLISH CORE,"",""
9611010,302,HINDI CORE,"",""
9611010,027,HISTORY,"",""
9611010,028,POLITICAL SCIENCE,"",""
9611010,064,HOME SCIENCE,"",""
9611010,Additional Subject
9611010,139,SOCIOLOGY,"",""
9611010,"",Result: ABST,"",""
9611011,001,ENGLISH ELECTIVE,033,D2
9611011,002,HINDI ELECTIVE,060,B2
9611011,027,HISTORY,058,B1
9611011,028,POLITICAL SCIENCE,033,D2
9611011,030,ECONOMICS,009F,E
9611011,"",Result: COMP,"",""
9611012,301,ENGLISH CORE,008F,E
9611012,002,HINDI ELECTIVE,053,C1
9611012,027,HISTORY,051,B2
9611012,028,POLITICAL SCIENCE,034,D1
9611012,064,HOME SCIENCE,053,D1
9611012,"",Result: COMP,"",""
9611013,322,SANSKRIT CORE,033,D2
9611013,002,HINDI ELECTIVE,045,D1
9611013,027,HISTORY,041,D1
9611013,028,POLITICAL SCIENCE,008F,E
9611013,139,SOCIOLOGY,033,D2
9611013,Additional Subject
9611013,301,ENGLISH CORE,005 F,E
9611013,"",Result: COMP,"",""
9611014,301,ENGLISH CORE,053,C2
9611014,302,HINDI CORE,047,D1
9611014,030,ECONOMICS,039,D1
9611014,064,HOME SCIENCE,057,C2
9611014,154,BUSINESS STUDIES,045,D1
9611014,"",Result: PASS,"",""
9611015,322,SANSKRIT CORE,033,D2
9611015,002,HINDI ELECTIVE,034,D2
9611015,027,HISTORY,017F,E
9611015,028,POLITICAL SCIENCE,033,D2
9611015,030,ECONOMICS,033,D2
9611015,Additional Subject
9611015,039,SOCIOLOGY,030 FT,E
9611015,"",Result: COMP,"",""
9611016,301,ENGLISH CORE,006F,E
9611016,002,HINDI ELECTIVE,033,D2
9611016,027,HISTORY,038,D1
9611016,028,POLITICAL SCIENCE,045,C1
9611016,064,HOME SCIENCE,036,D2
9611016,Additional Subject
9611016,322,SANSKRIT CORE,018 F,E
9611016,"",Result: COMP,"",""
9611017,002,HINDI ELECTIVE,047,C2
9611017,027,HISTORY,040,D1
9611017,028,POLITICAL SCIENCE,033,D2
9611017,064,HOME SCIENCE,037,D2
9611017,139,SOCIOLOGY,042,D2
9611017,Additional Subject
9611017,301,ENGLISH CORE,005 F,E
